gene,rescue_lfc,rescue_pval,h2o2_lfc,h2o2_pval
GABRD,3.3753418786046,0.0487006704642158,1.84619859112911,0.369719028999695
PTCHD1,3.36801124253897,0.336728639880774,0.964878022432277,0.793037070497488
MCHR1,3.36680827156501,0.115360739330608,-0.0098880415509721,0.996646052927074
BTLA,3.3661051620199,0.122321945015929,-0.0101233284970225,0.996618990336407
BCL2L15,3.35420438983873,0.0100334249840605,3.42547858705848,0.0500699732839948
FXYD4,-3.35395083925092,0.210606696073319,0.532887376846929,0.829484661866204
KRTAP1-5,3.35353999126713,0.059472490919297,-1.59905403628289,0.388038544151062
FCGR1A,3.34917491369636,0.43421924290734,0,1
RAET1E,3.34917491369636,0.43421924290734,0,1
TEKT1,3.34917491369636,0.43421924290734,0,1
PURG,3.34019678738353,0.0001713784828548,-2.8576396107547,0.0014939918366617
SPATA45,3.33146532359523,0.0933260141259812,1.92233931434588,0.401353001326323
SMIM28,3.32897289566677,0.437050172912995,0,1
KRTAP4-7,3.32518687233677,0.437581901508529,0,1
HTATIP2,3.32340535182303,0.094017184472879,-0.0088945060529282,0.996793017062306
ARPC4-TTLL3,3.32026395202674,0.0030938663940008,-1.50972858308781,0.197783299859874
SULT1B1,-3.31915473534077,4.57984044935731e-24,0.0491579530237712,0.863134440102737
ITK,3.31416755100518,0.168102714243299,1.83943557500809,0.489422646100385
NAA11,3.31237793457493,0.0913119470768113,-2.87479861364967,0.14811326202942
RGS2,3.30047292775571,3.63271978965687e-10,0.273112739977675,0.655382453903501
MZB1,3.27676497143952,0.149126367919052,-1.59357395672073,0.493604983479479
SLC30A2,3.27553723840212,0.160353066928007,1.93298505810865,0.456774181571321
CFTR,3.27480681827982,0.0986444637522273,-2.03056793534848,0.316110868900716
ANKRD20A1,3.2696412680637,0.44542600992799,0,1
APOH,3.2696412680637,0.44542600992799,0,1
CLEC2B,3.2696412680637,0.44542600992799,0,1
FAM25A,3.2696412680637,0.44542600992799,0,1
PRDM1,3.2696412680637,0.44542600992799,0,1
SLC17A1,3.2696412680637,0.44542600992799,0,1
TAFA4,3.26892348622133,0.412195162619186,-2.8002849157978,0.485357840241997
SLC30A10,3.26598227320595,6.5833252388249e-05,1.31402945736262,0.188651378007683
HSF5,3.26032436852963,0.0716227525506647,-1.8253534294503,0.327572835857091
GPR20,3.25727993158053,0.366303932866449,0.964875881006175,0.798049558754257
SLCO2B1,3.25019661068391,0.0003291571691441,3.86884806213548,0.0088510660965899
CTAGE15,-3.23959658881624,0.451633135720274,2.96059102440188,0.491523805443829
HTR5A,-3.23959658881624,0.451633135720274,2.96059102440188,0.491523805443829
RDH8,-3.23959658881624,0.451633135720274,2.96059102440188,0.491523805443829
ACP3,-3.23959658880153,0.45163313572171,2.96057402688831,0.491526292656754
CD5L,-3.23959658880014,0.451633135721845,2.96057242584198,0.491526526934762
MARCOL,-3.23959502559471,0.451633288285009,1.15464638240707,0.786744389540124
TMPRSS13,-3.23959502559471,0.451633288285009,1.15464638240707,0.786744389540124
MLNR,3.22839123230765,0.109166337428961,1.81778437707029,0.432128332685105
VGLL1,3.21841871748928,0.452730602747795,0,1
CXCL17,3.21841871747,0.452730602750045,0,1
DMRTA2,3.21841871746994,0.452730602750051,0,1
ELF5,3.21569368375529,0.453121104083887,0,1
