logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,gene_symbol
0.007450204248293008,7.258131023955348,1.1179633480858973,0.2663061009963003,0.9604811815828209,-11.893062019595641,ENSG00000003989,SLC7A2
0.005312040742834988,6.625758028682041,1.6620752059698622,0.09968197794241111,0.7319469367756237,-11.144305025713352,ENSG00000004059,ARF5
0.011244050178579853,3.465974141108295,1.8940698104433735,0.06115419913878985,0.6433439404889436,-10.740636972850574,ENSG00000004139,SARM1
0.004589174691917307,6.509507978245016,2.1747733824839495,0.03204478616938957,0.5270169600134699,-10.187158471382844,ENSG00000004142,POLDIP2
-0.013138388760869838,7.54007088316636,-2.20183462141017,0.030014381321334545,0.5211132995224678,-10.130115708758524,ENSG00000004399,PLXND1
-0.0038414073784297192,5.730357221971619,-1.2325849646882552,0.22066906018965896,0.9077500333368848,-11.758869560803845,ENSG00000004455,AK2
-0.027035767312430268,4.127984390441702,-2.721570912285041,0.007685677039915153,0.363695273745365,-8.913411735837604,ENSG00000004468,CD38
0.00372473324543725,5.991914300767132,0.5284368336249957,0.5983866431584617,1,-12.379517020068118,ENSG00000004478,FKBP4
0.0018851014960636955,5.844604553404126,0.8975794390980536,0.37160186824085595,1,-12.115096950241826,ENSG00000004487,KDM1A
-0.005059605556895937,6.552490729594703,-1.0979171695683867,0.2749214057811539,0.9675448908198125,-11.9152212127653,ENSG00000004534,RBM6
0.024342489749681482,3.767186444257972,3.4757040468414724,7.597772947812273e-4,0.2703476360048387,-6.765318913200681,ENSG00000004660,CAMKK1
-0.012258453495718621,4.715916308083682,-1.6359820756775225,0.10503981035633772,0.7416703701956235,-11.18660129880775,ENSG00000004700,RECQL
-0.00583475866327055,4.436081100339553,-1.1621972297741663,0.24796793154964483,0.9366992989267314,-11.842783807670816,ENSG00000004766,VPS50
-0.013294756075383806,6.855493505933555,-1.515306184884696,0.13290239498876558,0.7840248906305113,-11.37394106206168,ENSG00000004776,HSPB6
0.007304341037215688,4.667291409113153,0.9585416503109635,0.3401402262735874,1,-12.058441759924078,ENSG00000004777,ARHGAP33
0.006460755200918749,5.8532401837973085,1.933268434412073,0.056078846800499266,0.6237140263568691,-10.6675816467724,ENSG00000004779,NDUFAB1
0.014508958924982248,7.526932601835605,0.9863184869883628,0.3263971941647048,1,-12.031415991095352,ENSG00000004799,PDK4
0.0017792539631405412,0.5497702942330024,0.40659693479593534,0.6851875079647227,1,-12.436928659080117,ENSG00000004809,SLC22A16
