"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
155,155,"RHOF",0.383845640356692,-0.104163417952129,0.85785227082007,0.475834427547184,-0.11402877023931,0.93073026773334,0.493183370322994,-0.109096094095719,0.882774409165446
156,156,"C5orf24",0.166059334470739,-0.197650448521757,0.748661253749571,0.215139716919758,0.215884997948519,0.851596624659506,0.154760482884454,0.009117274713381,0.725159472077062
157,157,"CNOT8",0.0590297640020847,-0.242054632112602,0.65263216021985,0.866763050275951,0.0250453892614612,0.98848102450829,0.203262633597016,-0.10850462142557,0.757898167925555
158,158,"",0.804463261410389,-0.0407817827016141,0.969876173273944,0.7943111389132,0.0514133630921469,0.981559257247097,0.925174047735476,0.0053157901952664,0.984701816714912
159,159,"ZNF300",0.130757177477536,0.193573752344961,0.721640260652337,0.199955783320775,-0.203419402626692,0.844042738201561,0.121422306880175,-0.00492282514086551,0.693455158390747
181,181,"PRKAA2",0.340832718599794,0.134362523186669,0.840227961558062,0.212154324535526,0.177608499632455,0.849872233893759,0.262251119080765,0.155985511409562,0.794256645177934
182,182,"OBP2A",0.115488035044707,-0.156220532174548,0.711825303240323,0.770696794447695,-0.0374636595296691,0.978573618904162,0.304316722531554,-0.0968420958521086,0.814272177850262
183,183,"AMY2B",0.139251218415779,-0.173079964762584,0.730182882088111,0.149907918458818,-0.197837240637631,0.819441063701153,0.101644072251826,-0.185458602700107,0.671203596071722
184,184,"ATG5",0.853190117547437,0.0183979770472577,0.978575226316958,0.257804965570047,0.139919768683194,0.875149713838669,0.553042457772575,0.0791588728652259,0.9026568777339
185,185,"CCNA1",0.5743823229722,-0.0756295656372623,0.918852025886967,0.975983072113218,0.00410020745130551,0.998870093765077,0.885038648735725,-0.0357646790929784,0.977464273230926
186,186,"",0.203044311819502,-0.130230689958407,0.773466206875368,0.676063890649141,-0.0577574122457476,0.966686421438255,0.409863361251961,-0.0939940511020773,0.853535037145998
187,187,"",0.789802646154632,-0.0311140986091242,0.967204089005162,0.388472853192831,-0.110026221053808,0.91602550758558,0.66932231848239,-0.0705701598314661,0.930994407775133
188,188,"SERP1",0.0220194416008954,-0.314225151627655,0.586151266777008,0.495190104797022,-0.0914877235069648,0.935199262046036,0.0601742329988964,-0.20285643756731,0.620934892660571
189,189,"MAOB",0.204708138687227,-0.200716050059625,0.775011594945987,0.742986090034428,0.0467822710818612,0.975945834062325,0.438528465806145,-0.0769668894888819,0.865239032630027
190,190,"CASD1",0.339689004180986,-0.11183613777479,0.840227961558062,0.474847144726471,0.0895669390503293,0.930624836263031,0.455590768474955,-0.0111345993622304,0.871490110187157
192,192,"WAPAL",0.135829733126758,-0.173937704904004,0.727226946808347,0.64809318401529,0.0604203408697493,0.961632185315102,0.301950520211137,-0.0567586820171274,0.813843578829222
193,193,"PANX1",0.0270991626638014,-0.346299379419632,0.592704439975877,0.304682083330724,-0.136714829372039,0.893279927581852,0.0478615240087867,-0.241507104395836,0.592533820948658
194,194,"PAQR4",0.871051651840115,0.0220534631644057,0.982151198857771,0.584830642466959,0.0915572323723456,0.951925695388675,0.853013299169328,0.0568053477683756,0.971838310110386
195,195,"HSD11B2",0.304407650300385,-0.139921181679091,0.82438674727906,0.13370464157013,-0.226237380505929,0.811029832685169,0.171004448057524,-0.18307928109251,0.737406038156246
196,196,"NEB",0.906349942862934,-0.0137462713772468,0.987030822808068,0.279788762706596,-0.158954097306202,0.885052703919873,0.601519971105084,-0.0863501843417244,0.916371969505757
197,197,"SCYL2",0.628709437024675,-0.0499578928590259,0.935093348556115,0.124505476255373,0.180892805622682,0.803874038072656,0.277689728054054,0.065467456381828,0.80142475591548
198,198,"FER1L4",0.152894222548477,-0.16450498776062,0.739098646159546,0.974045647416018,-0.00403902950870435,0.998870093765077,0.432526545310805,-0.0842720086346622,0.863634898713731
199,199,"MYH15",0.0325690324181795,0.219778694524108,0.606254195692767,0.155115932336718,0.258282828331353,0.822405157175447,0.031766702051947,0.23903076142773,0.549782517572743
200,200,"CLOCK",0.0929699790715244,-0.156522139457526,0.688574005726242,0.986167211330203,-0.00187454502538394,0.999089340797148,0.310754296360701,-0.079198342241455,0.816428079314119
201,201,"SNRPN",0.833790958565442,0.0289921694818798,0.974912652110636,0.794224767757186,0.0375385263924096,0.981559257247097,0.935157848768501,0.0332653479371447,0.986817191529865
202,202,"FAM108A1",0.900015349186065,-0.0128929010750692,0.986094153460054,0.399733573469926,0.0924975635626562,0.918402957608366,0.727555666204465,0.0398023312437935,0.944938569917045
203,203,"GPR120",0.599475032665262,-0.0516464799081666,0.926538539572232,0.585676921328594,-0.0703077504290916,0.952162138640355,0.718589451606231,-0.0609771151686291,0.942839204186501
204,204,"C1GALT1",0.576311502037614,0.0626671229477903,0.919866348250362,0.331620647050705,0.127486458328527,0.899451015861456,0.507390346864388,0.0950767906381587,0.887290357319928
