pathway,NES_H2O2,Padj_H2O2,NES_Rescue,Padj_Rescue
BIOCARTA_CREB_PATHWAY,-1.582914406970722,0.2446057410206036,-0.7822002252669482,0.853447926099406
BIOCARTA_CSK_PATHWAY,0.8409066826527011,0.8735811802658268,0.8235291761067874,0.8316316316316316
BIOCARTA_CTCF_PATHWAY,-1.2627155307947273,0.4887613093018091,0.9109994462694079,0.7746574094690605
BIOCARTA_CXCR4_PATHWAY,-1.183755642903105,0.5670898680607418,1.1445309606311085,0.5468969957549898
BIOCARTA_DEATH_PATHWAY,1.1127281442073336,0.6276761653890877,0.7853992728676906,0.8790348631754025
BIOCARTA_ECM_PATHWAY,-1.3333602763316856,0.41866634703743655,-1.5190139889060796,0.19548208237774065
BIOCARTA_EDG1_PATHWAY,-1.1194376388436598,0.6229568940457868,0.8838770752269584,0.8077878840385577
BIOCARTA_EGF_PATHWAY,-1.3878266345316679,0.3549490071762703,-0.697643727250781,0.9205072326669422
BIOCARTA_EICOSANOID_PATHWAY,1.3001553284794904,0.4688545172012802,0.9048490304490452,0.7855983193991608
BIOCARTA_EIF4_PATHWAY,-1.5397945924134828,0.24444286647677757,0.6699874456030803,0.9702620043420903
BIOCARTA_EIF_PATHWAY,1.041188928135421,0.7169933804797922,0.849351832076987,0.816977659782161
BIOCARTA_EPO_PATHWAY,0.4994486819926265,0.9994951492458554,-0.9437597193913125,0.7354004230885463
BIOCARTA_ERAD_PATHWAY,0.7510795533573944,0.9320041897900181,-0.9929352496114503,0.6883967845709924
BIOCARTA_ERK_PATHWAY,-1.036887638682555,0.7044634573755283,-1.504855268113214,0.2049825174825175
BIOCARTA_ETS_PATHWAY,0.6175421258520094,0.9751621420764702,0.9047164499000089,0.7680369781886465
BIOCARTA_FAS_PATHWAY,-0.9249315600209237,0.8166330141185681,1.1366380170891266,0.5495684048397711
BIOCARTA_FCER1_PATHWAY,-1.2287414433523651,0.4595102020644676,-0.7985814756930699,0.8580845654016386
BIOCARTA_FMLP_PATHWAY,-0.7590829103033064,0.9687271861724439,-1.081289534637099,0.6088390572471281
BIOCARTA_G1_PATHWAY,1.361968856132853,0.3989507645486069,-0.9772577251703527,0.7087086391679971
BIOCARTA_G2_PATHWAY,1.6263218510207207,0.12834281034051417,1.492557131969435,0.21341772730388686
BIOCARTA_GCR_PATHWAY,0.6940582702020165,0.9493149971349691,-0.5533485131483876,0.9830840707672177
